x,y,x_tf,y_tf,v,cmd_v,path_x,path_y
0.0011084689654546158,-0.00354769126084678,0.0004655058233326076,1.298828126155429e-06,-0.0028424045943343194,0.0,,
0.0011084689654546158,-0.00354769126084678,0.0004655058233326076,1.298828126155429e-06,-0.0028424045943343194,0.0,,
0.0011084689654546158,-0.00354769126084678,0.0004655058233326076,1.298828126155429e-06,-0.0028424045943343194,0.0,,
0.0011040347450300102,-0.0036114374752836383,0.0004963680439675479,1.4391856973361226e-06,0.002330070414527588,0.0,,
0.0010546123835236802,-0.003714721128570212,0.0004844857492133881,1.388958330404781e-06,-0.0008504067574592947,0.0,,
0.0012732292505013023,-0.0038185483286663955,0.000658872574389603,2.1684439800441873e-06,0.014207055847808667,0.1793591309321451,,
0.004541948308876167,-0.0038461831255169445,0.004051035657348888,-1.0695781444994208e-05,0.05633453982304159,0.3643826000425682,,
0.01236365990920676,-0.004020053936484261,0.011982183267856253,-0.0002616873487446776,0.10085338314239908,0.4540746895446357,,
0.024810353112048805,-0.004658763053814341,0.024536713928793655,-0.0010886937260232079,0.14750143302921975,0.5213449419395975,,
0.04187565855037913,-0.0058433561909949595,0.04172579886869888,-0.0025337261645855093,0.19379790844380623,0.5466378063785815,,
0.06350461734814379,-0.007947243217976751,0.06337174354343182,-0.0047433375614602605,0.23762826699846415,0.5923214457460322,,
0.08978506634675519,-0.01155327621487835,0.08931339295602747,-0.008440739257994968,0.2820770195451108,0.6107398854900197,,
0.11978037867611102,-0.016482213675579296,0.11944545927257032,-0.013540916254168834,0.32570893714224985,0.6730845115972705,,
0.1540557761547148,-0.024059989498168722,0.15359093142246005,-0.021136685318627006,0.36143741915059757,0.7234337950742237,,
0.19300920094364263,-0.03500403512629726,0.19159139070535722,-0.03181098062161938,0.4001032157311796,0.7332761857385098,,
0.23376402256806017,-0.04891397984695433,0.2329937482301277,-0.04546990437564407,0.4330711597828087,0.7908410538787316,,
0.27901910629031,-0.06548507513924504,0.2779895980197825,-0.0618742097779436,0.466603872448926,0.7295861224384893,,
0.32746140557567377,-0.08567549351367318,0.32634869051314686,-0.08118899698573226,0.4997988732231681,0.7264161144530212,,
0.37879899596425304,-0.11019597199378564,0.3777828445103472,-0.10452581607607746,0.5221699780452402,0.7709614354468414,,
0.4322129678068383,-0.13998016042640335,0.43166117209765065,-0.13253589924063772,0.5433844338574689,0.8068610573359445,,
0.4881508897391992,-0.1746829987223614,0.48816810176041026,-0.16521291840505806,0.5725784156967579,0.7890982695725727,,
0.5453381074567121,-0.21489942389637787,0.5466987714677916,-0.20291931053478232,0.5731870031713389,0.8180264541938058,,
0.6028402013247296,-0.2619127465962439,0.6056551637715863,-0.2469333781033879,0.571902137924907,0.7908711758687996,,
0.6586238111941217,-0.3160651990362637,0.6634750232246016,-0.29711994808558767,0.5472400884132833,0.8149865419957836,,
0.7102030082680546,-0.37644244906262264,0.719354346032942,-0.35444738449464486,0.51386508430773,0.8447242082278664,,
0.7591097757772768,-0.4429903099810585,0.7723543268306581,-0.41718545793294476,0.4540645751547037,0.8287514161469463,,
0.804982751961376,-0.5134810814932464,0.822627306754706,-0.4828566683477037,0.43732746318184357,0.8901573464666033,,
0.8449173403185529,-0.5875828981181875,0.8699054585156941,-0.554914668166762,0.382599090421511,0.9176898126246682,,
0.8827881688303413,-0.6701729993743942,0.9145028289532673,-0.6328763919522852,0.3578494578804163,0.9596875841092566,,
0.9152606169977573,-0.7571971606138302,0.9547524877663556,-0.7163294006669529,0.28145604659461587,0.9570297904839421,,
0.9444862316801675,-0.8489335661553292,0.9924467920101865,-0.80314566532914,0.26704126503203984,0.9539204105359456,,
0.967401961296142,-0.9415220454026798,1.0256416532784773,-0.8928215933370118,0.1924251906992791,0.9692610323273273,,
0.984913152190711,-1.035892604438715,1.0547536575986496,-0.9852077643573759,0.14829419536263258,0.9691586758535694,,
1.0001989487937957,-1.1299271665451458,1.0821780504633798,-1.0782764565198728,0.13509231487643042,0.9627059720897654,,
1.0136543485004277,-1.2245465614405118,1.1078080483714803,-1.1707450214661745,0.1243492079901917,0.9576279541663156,,
1.0240578305583614,-1.3201764540990546,1.1309843371174817,-1.2635877586055666,0.07861505947292982,0.9658696367561432,,
1.0327563135526245,-1.416258214007233,1.153224510210464,-1.357719673703882,0.09546526165592872,0.9993456122239539,,
1.0408686684512507,-1.5146231157753887,1.1755870737434482,-1.454333879204435,0.07054858554983962,0.9823725586732925,,
1.0513878250226518,-1.611280941696968,1.2009199613140162,-1.549026584244418,0.09540561509145733,0.9335650713867896,,
1.0619933247910083,-1.7055957297354487,1.2269230063757088,-1.6397485572082737,0.10046105750173813,0.9427813547132043,,
1.073355879132606,-1.800053767855981,1.2541464099274813,-1.7306380376392567,0.1245148825118607,0.9508324583637088,,
